,name,experiences_offered,transit,host_since,host_location,host_response_time,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
156,cozy furnished studio,none,,2011-01-03,"Culver City, California, United States",within an hour,t,Brentwood,5.0,5.0,t,t,"Santa Monica, CA, United States",Brentwood,Santa Monica,Other Cities,Santa Monica,CA,90403,Los Angeles,"Santa Monica, CA",US,United States,34.04042892202525,-118.47366581012881,t,Apartment,Entire home/apt,1,1.0,1.0,0.0,Real Bed,"{TV,""Cable TV"",Wifi,""Free parking on premises"",Heating,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}",$80.00,,"$2,400.00",,,1,$15.00,31,730,31,31,730,730,31.0,730.0,t,1,1,10,285,25,3,95.0,9.0,9.0,10.0,10.0,10.0,9.0,t,f,f,strict_14_with_grace_period,f,f,4,4,0,0,0.28
157,"180* CITY VIEWS, Celeb, HOLLYWOOD, MODERN, Nr all",none,"Uber usually comes in 5 minutes and the Subway is a quick walk away as well as restaurants and shops! 15 minutes from Burbank Airport, 25-30 minutes from LAX.  Beach about 25 minutes.",2011-03-23,"Los Angeles, California, United States",within a few hours,f,Cahuenga Pass,2.0,2.0,t,t,"Los Angeles, CA, United States",Cahuenga Pass,Studio City,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.129017985204136,-118.36333595532193,t,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49""}",$349.00,"$5,480.00","$15,068.00",$389.00,$180.00,3,$130.00,3,365,2,3,365,365,2.7,365.0,t,28,58,87,87,75,0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,2,1,1,0,0.83
158,"Motel Rm for rent ,Free Wifi and Parking $350 Week",none,,2010-08-08,"Lynwood, California, United States",within a few hours,f,Lynwood,6.0,6.0,t,t,"Lynwood, CA, United States",Lynwood,Lynwood,Other Cities,Lynwood,CA,90262,Los Angeles,"Lynwood, CA",US,United States,33.918318827800434,-118.20889730553793,t,Hotel,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",""Smoking allowed"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$58.00,$285.00,,$0.00,$0.00,1,$0.00,1,730,1,1,730,730,1.0,730.0,t,30,60,90,179,178,1,89.0,9.0,9.0,10.0,10.0,8.0,9.0,f,f,f,flexible,f,f,6,0,6,0,1.91
159,Private room Private bath,none,Most guests use Uber or Lyft if they do not drive their own vehicle. There is a metro stop 1/2 block up. This location is convenient to several freeways. Ride and save with Lyft. Use my download link for up to $50 in free Lyft credit! (Lyft com/ic/Dawn304),2011-03-26,"Los Angeles, California, United States",within an hour,f,North Hills East,1.0,1.0,t,t,"North Hills, CA, United States",North Hills East,North Hills,City of Los Angeles,North Hills,CA,91343,Los Angeles,"North Hills, CA",US,United States,34.24162682887016,-118.46236365243568,t,Townhouse,Private room,1,1.5,1.0,1.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Pets live on this property"",Dog(s),""Free street parking"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Long term stays allowed"",""Host greets you""}",$39.00,,,$100.00,$25.00,1,$25.00,2,45,2,2,45,45,2.0,45.0,t,18,48,77,77,57,14,94.0,10.0,9.0,10.0,10.0,9.0,10.0,f,f,f,moderate,f,f,1,0,1,0,0.91
160,Mid Century Style & Pool Near Malibu (BMW Option ),none,"There is a local bus stop 2 blocks away.  The Orange and Blue bus lines are in the city center connecting to Burbank Airport and Universal Studios.  From LAX, you can take the shuttle for $25 per person advance booking or $50 per person airport service and the Flyaway bus for $8.  We also have good coverage from Lyft and Uber personal drivers. The Metro is a very popular way to get around and connects all major regions at a central station or using the train to travel the coast is a fun experience.  Car rentals are the best alternative to see all the area has to offer and we have one waiting for your arrival!  You can ask to rent my SUV for your group!",2009-03-28,"Los Angeles, California, United States",within an hour,f,Woodland Hills/Warner Center,12.0,12.0,t,t,"Los Angeles, CA, United States",Woodland Hills/Warner Center,Woodland Hills,City of Los Angeles,Los Angeles,CA,91367,Los Angeles,"Los Angeles, CA",US,United States,34.16745084194549,-118.6442755707011,t,Villa,Entire home/apt,10,3.0,4.0,5.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Bathtub,""High chair"",""Children’s books and toys"",Crib,""Pack ’n Play/travel crib"",""Hot water"",""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Step-free access"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head"",""Fixed grab bars for shower"",""Shower chair""}",$299.00,"$2,700.00","$9,500.00",$400.00,$180.00,4,$25.00,4,90,4,4,90,90,4.0,90.0,t,25,46,74,331,80,23,87.0,9.0,8.0,10.0,9.0,9.0,9.0,f,f,f,moderate,f,f,5,2,3,0,1.44
161,Central Renovated Private Room/Bath,none,Bus stops are conveniently located 1-2 blocks from house and will take you anywhere you wanna go.,2011-03-27,"Los Angeles, California, United States",within an hour,t,Mid-Wilshire,1.0,1.0,t,t,"Los Angeles, CA, United States",Mid-Wilshire,Mid-Wilshire,City of Los Angeles,Los Angeles,CA,90019,Los Angeles,"Los Angeles, CA",US,United States,34.054555789303016,-118.363488410628,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$110.00,$750.00,"$1,750.00",,$70.00,1,$15.00,5,190,5,5,190,190,5.0,190.0,t,0,12,42,316,21,0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,moderate,t,f,1,0,1,0,0.22
162,Tujunga Canyon Bungalow,none,Bus lines run up and down Foothill Blvd. but a car is advised.,2011-03-27,"Los Angeles County, California, United States",within a few hours,f,Sunland/Tujunga,6.0,6.0,t,t,"Los Angeles, CA, United States",Sunland/Tujunga,Tujunga,City of Los Angeles,Los Angeles,CA,91042,Los Angeles,"Los Angeles, CA",US,United States,34.25517876737451,-118.28127551444271,t,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",$78.00,$600.00,"$1,850.00",$500.00,$175.00,1,$0.00,5,30,5,5,30,30,5.0,30.0,t,10,35,65,176,16,4,96.0,9.0,10.0,10.0,10.0,9.0,9.0,f,f,f,strict_14_with_grace_period,f,f,3,2,1,0,0.17
163,1923 Duplex- walk to Sunset & Views,none,Buses run on Sunset and Silver lake Blvd.  It is a ten minute walk to Sunset Boulevard and  there is a big hill or stairs to get you there.  (Website hidden by Airbnb) will deliver groceries.,2011-03-07,"Los Angeles, California, United States",within an hour,t,Silver Lake,3.0,3.0,t,f,"Los Angeles, CA, United States",Silver Lake,Silver Lake,City of Los Angeles,Los Angeles,CA,90026,Los Angeles,"Los Angeles, CA",US,United States,34.08364677669798,-118.27848291317446,t,Apartment,Entire home/apt,2,1.5,1.0,0.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Other}",$125.00,$895.00,"$3,500.00",$500.00,$75.00,1,$0.00,2,365,2,2,365,365,2.0,365.0,t,15,45,75,350,210,32,96.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,t,t,2,2,0,0,2.33
164,See Hollywood! The Most Central!,none,"Uber/Lyft is the ideal way to get around. The bus is also easy to catch and walking to places nearby coffee, bars and restaurants is safe and easy.",2011-04-01,"West Hollywood, California, United States",within a few hours,t,West Hollywood,2.0,2.0,t,t,"Los Angeles, CA, United States",West Hollywood,Beverly Grove,City of Los Angeles,Los Angeles,CA,90046,Los Angeles,"Los Angeles, CA",US,United States,34.086337778005465,-118.364778260127,t,House,Private room,1,0.0,1.0,1.0,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$89.00,$475.00,"$1,795.00",$0.00,$45.00,1,$20.00,1,364,1,1,364,364,1.0,364.0,t,0,0,0,0,51,2,98.0,9.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,2,0,2,0,0.55
165,Cottage - WeHo 2bd house A1,none,,2011-03-27,"Los Angeles, California, United States",within a few hours,f,Mid-Wilshire,16.0,16.0,t,t,"Los Angeles, CA, United States",Mid-Wilshire,Fairfax,City of Los Angeles,Los Angeles,CA,90036,Los Angeles,"Los Angeles, CA",US,United States,34.0815574469531,-118.34884344504856,t,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials}",$220.00,"$1,100.00","$4,100.00",$500.00,$90.00,6,$25.00,3,365,3,3,365,365,3.0,365.0,t,25,55,85,360,136,11,83.0,8.0,8.0,9.0,8.0,9.0,8.0,f,t,f,strict_14_with_grace_period,f,f,15,15,0,0,1.44
166,GoodVibeStudio+Venice Bch+LAX+Bikes,none,,2011-04-02,"Los Angeles, California, United States",within an hour,t,Westchester/Playa Del Rey,3.0,3.0,t,t,"Los Angeles, CA, United States",Westchester/Playa Del Rey,Westchester,City of Los Angeles,Los Angeles,CA,90045,Los Angeles,"Los Angeles, CA",US,United States,33.965679493612726,-118.41771878809662,t,House,Entire home/apt,2,1.0,1.0,1.0,Futon,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49""}",$89.00,$700.00,"$2,700.00",$100.00,$35.00,2,$25.00,2,65,2,2,65,65,2.0,65.0,t,13,31,61,122,361,60,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,3,2,1,0,3.85
167,Vintage Charming Guest House,none,,2011-04-07,"Los Angeles, California, United States",,f,Mid-City,1.0,1.0,t,f,"Los Angeles, CA, United States",Mid-City,Mid-City,City of Los Angeles,Los Angeles,CA,90016,Los Angeles,"Los Angeles, CA",US,United States,34.039541990431964,-118.34112721192476,t,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Air conditioning"",Kitchen,""Washer / Dryer"",Washer,Dryer}",$105.00,"$1,016.00","$2,804.00",$400.00,$250.00,1,$75.00,180,365,180,180,365,365,180.0,365.0,t,30,60,90,365,1,0,80.0,10.0,6.0,10.0,10.0,6.0,8.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.01
168,Good Vibrations Home+Beach+Bikes!! ,none,,2011-04-02,"Los Angeles, California, United States",within an hour,t,Westchester/Playa Del Rey,3.0,3.0,t,t,"Los Angeles, CA, United States",Westchester/Playa Del Rey,Westchester,City of Los Angeles,Los Angeles,CA,90045,Los Angeles,"Los Angeles, CA",US,United States,33.96780509532004,-118.41985010287979,t,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""translation missing: en.hosting_amenity_50""}",$315.00,,,$750.00,$100.00,1,$0.00,7,14,7,7,14,14,7.0,14.0,t,29,59,89,364,2,0,94.0,10.0,8.0,8.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,3,2,1,0,0.03
169,Ocean Views on Ocean Avenue!,none,"Very convenient access to public transit. Also - download uber if you haven't, probably the best mode to transport.",2010-09-19,"Santa Monica, California, United States",within an hour,f,Santa Monica,10.0,10.0,t,t,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90401,Los Angeles,"Santa Monica, CA",US,United States,34.01360221439797,-118.4955289282127,t,Boutique hotel,Private room,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$175.00,,,$0.00,$85.00,1,$0.00,1,365,1,1,365,365,1.0,365.0,t,30,60,90,365,171,25,89.0,9.0,9.0,9.0,9.0,10.0,9.0,t,t,f,moderate,f,f,10,2,8,0,1.82
170,Private Apt. in Heart of City!  S.B,none,,2011-03-27,"Los Angeles, California, United States",within a few hours,f,Mid-Wilshire,16.0,16.0,t,t,"Los Angeles, CA, United States",Mid-Wilshire,Fairfax,City of Los Angeles,Los Angeles,CA,90036,Los Angeles,"Los Angeles, CA",US,United States,34.07796492731694,-118.3570578670835,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Bathtub,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Single level home"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Step-free access"",""Accessible-height bed"",""Step-free access""}",$100.00,$600.00,"$1,800.00",$300.00,$90.00,3,$20.00,4,365,4,4,365,365,4.0,365.0,t,1,13,27,302,97,17,84.0,9.0,8.0,9.0,8.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,15,15,0,0,1.03
171,Private room in a cozy creative home,none,"Street parking is always free and available. At the end of our street is a bus stop which has access to reach the metro railway and there is always Uber and Lyft available. A few more blocks are a couple of deli's, boutique clothing stores and a Starbucks coffee.  About a mile down Topanga Cyn Blvd, there are full shopping centers, movie theaters and two malls Topanga Westfield's the Village a growing hot spot for everything you need and the Promenade mall.  With the 101 freeway entrance access so close, it's an easy drive to Hollywood or for reaching the 405 frwy toward Santa Monica and West Los Angeles.",2011-04-15,"Los Angeles, California, United States",within an hour,f,Woodland Hills/Warner Center,1.0,1.0,t,t,"Los Angeles, CA, United States",Woodland Hills/Warner Center,Woodland Hills,City of Los Angeles,Los Angeles,CA,91364,Los Angeles,"Los Angeles, CA",US,United States,34.156684998277456,-118.60318702189934,t,House,Private room,1,1.0,1.0,1.0,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$55.00,$495.00,"$1,495.00",$0.00,$55.00,1,$0.00,2,120,2,2,120,120,2.0,120.0,t,21,51,81,356,25,1,93.0,9.0,9.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,t,t,1,0,1,0,0.27
172,Motel Rm 2beds/micro/fridge/AC/wifi,none,"We are located 3 blocks south of the greenline transit , this will take you to most of LA . Plenty of buses also.",2010-08-08,"Lynwood, California, United States",within a few hours,f,Lynwood,6.0,6.0,t,t,"Lynwood, CA, United States",Lynwood,Lynwood,Other Cities,Lynwood,CA,90262,Los Angeles,"Lynwood, CA",US,United States,33.92044055067835,-118.20820620116793,t,Hotel,Private room,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$75.00,,,,,1,$0.00,1,25,1,1,25,25,1.0,25.0,t,30,60,90,179,65,4,83.0,9.0,8.0,9.0,9.0,7.0,8.0,f,f,f,flexible,f,f,6,0,6,0,0.72
173, Charming Spanish Home by the Beach,none,,2011-04-05,"Santa Monica, California, United States",,f,Santa Monica,1.0,1.0,t,t,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90402,Los Angeles,"Santa Monica, CA",US,United States,34.039082205538826,-118.49247035340376,t,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$550.00,,,$500.00,,1,$0.00,330,365,330,330,365,365,330.0,365.0,t,0,0,0,211,18,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.2
174,Beverly Hills Home & Pool House near Mulholland Drive,none,"A car will be needed to get to the home. This is LA, and it's a city of cars. Although limos, taxis, Lyft and Uber work great too.",2011-04-18,"Beverly Hills, California, United States",,f,Studio City,3.0,3.0,t,t,"Beverly Hills, CA, United States",Studio City,Sherman Oaks,City of Los Angeles,Beverly Hills,CA,90210,Los Angeles,"Beverly Hills, CA",US,United States,34.13361381898181,-118.41310661213389,t,House,Entire home/apt,10,6.5,6.0,6.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",Keypad,""Room-darkening shades"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Dishwasher,Oven,""BBQ grill"",""DVD player"",Hammock,""Mountain view"",""Rain shower"",Terrace,Balcony,""Sound system"",""Gas oven"",""Breakfast table"",""Formal dining area"",""Sun loungers"",""Day bed"",""Pool toys"",""Private pool"",""Private hot tub"",""Shared hot tub"",""Convection oven"",""Amazon Echo"",""Pillow-top mattress"",""Memory foam mattress"",""En suite bathroom"",""Heat lamps"",""Outdoor seating"",""Soaking tub"",""Walk-in shower"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}","$1,395.00","$9,450.00","$28,750.00","$1,000.00",$400.00,9,$100.00,2,365,2,5,365,365,3.0,365.0,t,8,33,55,306,42,13,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.47
175,Peaceful Private Suite in Gorgeous Penthouse,none,"There is street parking and public transportation just half a block away & will easily take you anywhere from Santa Monica Beach to downtown. If you have a rental car, there are many overnight parking lots in the area. Taxis, Uber & Lyft are all very convenient & easily obtained. Free Ride Uber Code: UBERCASAJ",2011-04-14,"Los Angeles, California, United States",,t,Hollywood Hills,2.0,2.0,t,t,"Los Angeles, CA, United States",Hollywood Hills,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.10815893537343,-118.33433204210043,t,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,"{Internet,Wifi,Pool,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Extra pillows and blankets""}",$88.00,$850.00,"$3,000.00",$250.00,$65.00,1,$50.00,30,300,30,30,300,300,30.0,300.0,t,0,0,0,78,11,1,93.0,9.0,10.0,10.0,10.0,9.0,9.0,f,f,f,strict_14_with_grace_period,f,f,2,0,2,0,0.24
176,Budget Accommodation Beachside!,none,"Very convenient access to public transit. Also - download uber if you haven't, probably the best mode to transport.",2010-09-19,"Santa Monica, California, United States",within an hour,f,Santa Monica,10.0,10.0,t,t,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90401,Los Angeles,"Santa Monica, CA",US,United States,34.012606957101,-118.49584189309044,t,Boutique hotel,Private room,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",""Buzzer/wireless intercom"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}",$130.00,,,$0.00,$85.00,1,$0.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,332,38,87.0,9.0,8.0,9.0,9.0,10.0,9.0,t,t,f,moderate,f,f,10,2,8,0,3.54
177,"beautiful apartment, high up, quiet",none,,2011-04-24,DE,,f,Westlake,1.0,1.0,t,f,"Los Angeles, CA, United States",Westlake,Westlake,City of Los Angeles,Los Angeles,CA,90010,Los Angeles,"Los Angeles, CA",US,United States,34.062189283380285,-118.28690506741778,t,Apartment,Private room,3,1.5,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Washer / Dryer"",Elevator,Heating,Washer,Dryer}",$170.00,,,,,1,$0.00,3,730,3,3,730,730,3.0,730.0,t,30,60,90,365,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,1,0,1,0,
178,"A Room with a View, Venice Historic Canals",none,Bus stops is 2-4 min away walking to Venice or Washington Blvd,2011-04-24,"Los Angeles, California, United States",within a few hours,t,Venice,1.0,1.0,t,f,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.986516515095865,-118.46633776785221,t,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock""}",$400.00,"$1,600.00","$4,900.00",$750.00,$120.00,3,$60.00,7,90,7,7,90,90,7.0,90.0,t,0,0,10,285,133,6,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,1.43
179,Lovely Echo Park Studio,none,,2011-04-24,"Los Angeles, California, United States",within an hour,f,Echo Park,2.0,2.0,t,t,"Los Angeles, CA, United States",Echo Park,Echo Park,City of Los Angeles,Los Angeles,CA,90026,Los Angeles,"Los Angeles, CA",US,United States,34.07237276000071,-118.26332096037599,t,Apartment,Entire home/apt,2,1.0,,1.0,Real Bed,"{Wifi,Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Other}",$100.00,,"$2,300.00",$500.00,$100.00,1,$0.00,2,365,2,2,365,365,2.0,365.0,t,0,21,22,263,174,25,97.0,10.0,10.0,10.0,10.0,9.0,9.0,f,t,f,strict_14_with_grace_period,f,t,2,2,0,0,1.87
